Explant_Type,Plant_Species,Medium_Composition,Temperature,Humidity,Light_Intensity,Culture_Duration,Regeneration_Success_Rate
Stem,Lavender,MS + 1mg/L NAA,23,59,3285,54,86
Stem,Marigold,B5 + 1mg/L NAA,20,67,4784,37,83
Root,Thyme,B5 + 0.5mg/L IAA,23,58,2400,36,80
Leaf,Aloe,B5 + 0.5mg/L IAA,20,54,3629,52,70
Root,Pepper,MS + 1.5mg/L BAP,24,51,4882,44,95
Root,Rose,B5 + 2mg/L BAP,25,56,2639,31,77
Stem,Pansy,MS + 2mg/L BAP,24,60,2449,30,88
Leaf,Daisy,MS + 1.5mg/L BAP,20,56,3495,45,90
Root,Chamomile,B5 + 2mg/L BAP,26,52,4368,33,78
Leaf,Broccoli,MS + 0.5mg/L IAA,24,63,2968,53,91
Leaf,Tobacco,MS + 2mg/L BAP,23,51,4722,51,93
Stem,Spinach,B5 + 1mg/L NAA,26,72,4251,40,95
Leaf,Dandelion,B5 + 2mg/L BAP,21,65,4397,46,84
Leaf,Cauliflower,MS + 0.5mg/L IAA,21,68,3737,56,81
Leaf,Sunflower,B5 + 1mg/L NAA,21,71,3823,30,94
Stem,Daisy,MS + 1mg/L NAA,25,53,3645,55,90
Stem,Basil,MS + 1.5mg/L BAP,24,65,4772,30,90
Leaf,Tomato,MS + 1mg/L NAA,26,68,3023,48,71
Stem,Sunflower,B5 + 2mg/L BAP,24,53,3445,45,80
Stem,Lavender,B5 + 0.5mg/L IAA,25,56,2810,57,80
Root,Daisy,B5 + 2mg/L BAP,23,67,3754,59,85
Leaf,Sunflower,B5 + 1mg/L NAA,22,62,3993,32,92
Stem,Cauliflower,MS + 2mg/L BAP,23,51,2983,38,91
Leaf,Pepper,MS + 1mg/L NAA,23,52,3507,50,85
Stem,Beetroot,B5 + 2mg/L BAP,26,60,4759,31,93
Stem,Pepper,MS + 0.5mg/L IAA,20,75,3458,47,85
Stem,Garlic,B5 + 2mg/L BAP,24,65,4880,43,94
Root,Chamomile,MS + 2mg/L BAP,21,53,4159,36,88
Stem,Rose,MS + 2mg/L BAP,23,72,4434,37,72
Leaf,Daisy,B5 + 0.5mg/L IAA,22,52,3669,35,84
Stem,Ginger,B5 + 0.5mg/L IAA,26,75,2186,36,79
Stem,Oregano,MS + 2mg/L BAP,21,65,4003,39,76
Leaf,Thyme,MS + 1mg/L NAA,20,53,2236,36,72
Leaf,Carrot,B5 + 0.5mg/L IAA,23,56,3861,57,74
Stem,Oregano,B5 + 2mg/L BAP,23,54,2524,30,91
Root,Eggplant,B5 + 1mg/L NAA,24,75,2544,55,79
Root,Marigold,MS + 0.5mg/L IAA,26,72,4187,54,76
Leaf,Parsley,B5 + 1mg/L NAA,20,53,4205,42,79
Stem,Pansy,MS + 1.5mg/L BAP,20,68,2878,40,90
Leaf,Pansy,MS + 1mg/L NAA,21,71,3106,58,80
Stem,Daisy,MS + 0.5mg/L IAA,26,59,2349,47,76
Root,Rose,MS + 1mg/L NAA,22,50,2875,54,81
Root,Aloe,MS + 2mg/L BAP,24,54,2944,45,77
Leaf,Daisy,MS + 1.5mg/L BAP,20,59,3414,39,86
Root,Mint,B5 + 0.5mg/L IAA,25,64,2436,39,92
Stem,Cauliflower,MS + 1mg/L NAA,25,71,2794,58,72
Leaf,Spinach,B5 + 2mg/L BAP,25,50,4507,52,72
Leaf,Chamomile,B5 + 2mg/L BAP,24,55,2029,47,92
Stem,Broccoli,MS + 0.5mg/L IAA,22,66,2304,52,80
Leaf,Pepper,B5 + 0.5mg/L IAA,26,67,3114,46,85
Root,Chrysanthemum,MS + 1.5mg/L BAP,22,75,2776,47,81
Root,Potato,B5 + 0.5mg/L IAA,23,70,2193,36,71
Stem,Potato,B5 + 1mg/L NAA,26,52,4472,49,88
Root,Mint,B5 + 2mg/L BAP,24,59,3917,58,74
Stem,Pepper,B5 + 2mg/L BAP,20,52,3269,50,84
Leaf,Tobacco,MS + 1mg/L NAA,20,53,2675,35,75
Stem,Ginger,B5 + 0.5mg/L IAA,21,54,4017,37,71
Root,Broccoli,B5 + 2mg/L BAP,25,67,4601,44,89
Root,Tobacco,MS + 1mg/L NAA,22,64,3268,40,78
Stem,Parsley,MS + 1.5mg/L BAP,25,70,4516,49,86
Stem,Pansy,B5 + 1mg/L NAA,26,59,2928,53,71
Leaf,Broccoli,MS + 2mg/L BAP,22,60,3770,30,93
Stem,Chamomile,MS + 1.5mg/L BAP,21,54,3659,56,95
Stem,Spinach,B5 + 2mg/L BAP,26,65,4754,48,76
Stem,Basil,B5 + 0.5mg/L IAA,26,72,2921,45,82
Root,Oregano,B5 + 1mg/L NAA,21,52,3284,35,88
Root,Marigold,MS + 1.5mg/L BAP,21,74,3965,34,92
Leaf,Tobacco,MS + 2mg/L BAP,23,69,4917,46,81
Root,Spinach,MS + 0.5mg/L IAA,21,56,4978,57,84
Stem,Dandelion,MS + 1.5mg/L BAP,21,63,4325,58,90
Root,Mint,MS + 1.5mg/L BAP,26,65,3695,40,81
Stem,Carrot,MS + 1mg/L NAA,20,66,3808,59,83
Stem,Cucumber,B5 + 1mg/L NAA,23,61,2256,47,75
Root,Marigold,B5 + 1mg/L NAA,24,65,4844,56,89
Stem,Tomato,MS + 1mg/L NAA,20,62,3097,52,78
Root,Garlic,MS + 0.5mg/L IAA,26,59,4130,34,76
Stem,Lavender,B5 + 0.5mg/L IAA,23,63,2091,51,76
Leaf,Aloe,B5 + 0.5mg/L IAA,24,56,2802,41,88
Leaf,Daisy,B5 + 1mg/L NAA,25,69,4881,47,73
Stem,Tomato,B5 + 1mg/L NAA,26,52,4734,60,83
Root,Ginger,MS + 1mg/L NAA,23,57,2045,40,87
Stem,Cucumber,B5 + 1mg/L NAA,24,67,4720,53,82
Root,Rose,B5 + 0.5mg/L IAA,22,75,2211,38,95
Leaf,Rose,MS + 1mg/L NAA,26,52,3868,41,84
Leaf,Aloe,B5 + 0.5mg/L IAA,23,51,4758,40,70
Leaf,Aloe,B5 + 2mg/L BAP,22,70,4952,57,95
Stem,Oregano,MS + 1mg/L NAA,23,65,2935,33,86
Root,Daisy,MS + 1.5mg/L BAP,25,59,3491,36,87
Root,Spinach,B5 + 2mg/L BAP,23,69,4575,49,80
Stem,Tomato,MS + 0.5mg/L IAA,20,53,3789,54,80
Leaf,Garlic,B5 + 2mg/L BAP,23,71,3494,33,70
Root,Sunflower,B5 + 0.5mg/L IAA,26,62,4296,58,82
Root,Potato,MS + 1.5mg/L BAP,23,53,2628,48,88
Root,Sunflower,MS + 1mg/L NAA,25,75,3596,60,94
Stem,Marigold,B5 + 1mg/L NAA,25,68,2103,43,78
Stem,Chamomile,MS + 2mg/L BAP,22,59,4103,55,77
Leaf,Spinach,B5 + 0.5mg/L IAA,20,55,2713,30,94
Stem,Eggplant,B5 + 0.5mg/L IAA,23,57,3403,60,88
Stem,Lettuce,MS + 2mg/L BAP,24,70,2743,36,90
Leaf,Aloe,MS + 1.5mg/L BAP,25,54,4741,59,78
Leaf,Marigold,B5 + 2mg/L BAP,20,53,3700,39,78
Stem,Basil,MS + 1.5mg/L BAP,21,61,2971,46,95
Stem,Lettuce,B5 + 0.5mg/L IAA,24,59,4987,57,73
Stem,Potato,MS + 0.5mg/L IAA,26,51,3928,35,71
Leaf,Dandelion,MS + 2mg/L BAP,22,52,4421,54,95
Root,Tomato,MS + 1.5mg/L BAP,25,72,3083,54,92
Root,Potato,B5 + 0.5mg/L IAA,25,57,4898,37,72
Stem,Lettuce,MS + 1.5mg/L BAP,21,52,2279,43,70
Stem,Parsley,B5 + 1mg/L NAA,20,60,2579,45,79
Stem,Cucumber,B5 + 0.5mg/L IAA,22,56,4074,47,74
Stem,Thyme,B5 + 0.5mg/L IAA,20,60,4142,47,85
Root,Onion,MS + 2mg/L BAP,25,51,3598,59,94
Stem,Marigold,B5 + 0.5mg/L IAA,20,63,3757,36,93
Leaf,Cauliflower,MS + 1.5mg/L BAP,26,69,4389,47,88
Root,Cucumber,MS + 1mg/L NAA,23,71,2424,52,85
Stem,Onion,MS + 1mg/L NAA,22,63,2362,45,78
Leaf,Spinach,B5 + 1mg/L NAA,26,71,2517,36,89
Stem,Dandelion,MS + 1mg/L NAA,21,55,4753,42,76
Stem,Basil,MS + 0.5mg/L IAA,23,62,2526,58,81
Stem,Carrot,B5 + 2mg/L BAP,20,52,2803,48,78
Leaf,Lavender,MS + 2mg/L BAP,20,63,2680,56,88
Stem,Broccoli,B5 + 1mg/L NAA,23,67,2309,50,74
Stem,Carrot,MS + 2mg/L BAP,20,58,3080,36,73
Stem,Rose,B5 + 1mg/L NAA,21,61,4566,34,70
Root,Lettuce,B5 + 0.5mg/L IAA,21,60,4693,60,73
Leaf,Oregano,B5 + 2mg/L BAP,22,55,2681,37,86
Root,Lettuce,B5 + 0.5mg/L IAA,20,60,3320,47,95
Leaf,Basil,MS + 2mg/L BAP,26,55,2651,30,72
Stem,Tobacco,MS + 2mg/L BAP,25,74,3546,31,86
Root,Tobacco,MS + 1.5mg/L BAP,24,70,2338,38,87
Leaf,Lettuce,MS + 0.5mg/L IAA,26,65,2443,52,90
Root,Spinach,MS + 0.5mg/L IAA,22,73,4398,37,89
Root,Beetroot,B5 + 0.5mg/L IAA,26,59,4003,43,83
Stem,Thyme,MS + 0.5mg/L IAA,21,52,4629,38,89
Leaf,Carrot,MS + 2mg/L BAP,22,50,4238,44,89
Leaf,Dandelion,MS + 0.5mg/L IAA,26,54,4324,41,90
Leaf,Cucumber,B5 + 1mg/L NAA,21,70,2601,46,73
Root,Pansy,MS + 2mg/L BAP,25,61,3364,39,76
Leaf,Lavender,MS + 1mg/L NAA,25,59,4534,43,74
Leaf,Garlic,MS + 2mg/L BAP,25,65,3253,43,94
Root,Garlic,MS + 2mg/L BAP,20,73,3615,58,90
Leaf,Dandelion,MS + 2mg/L BAP,24,75,3304,55,88
Root,Tomato,MS + 1.5mg/L BAP,24,52,3849,38,77
Stem,Broccoli,B5 + 2mg/L BAP,26,72,3081,46,81
Stem,Tomato,B5 + 1mg/L NAA,21,64,4577,43,84
Stem,Tomato,MS + 1.5mg/L BAP,24,68,4576,53,80
Stem,Onion,MS + 2mg/L BAP,21,67,3117,45,76
Stem,Daisy,B5 + 1mg/L NAA,22,69,3546,60,86
Root,Spinach,MS + 0.5mg/L IAA,24,72,3524,52,79
Root,Spinach,MS + 2mg/L BAP,26,69,4867,38,95
Leaf,Chrysanthemum,MS + 1mg/L NAA,22,58,2879,33,86
Root,Tomato,B5 + 0.5mg/L IAA,24,66,2740,42,90
Root,Beetroot,B5 + 2mg/L BAP,20,66,3535,37,72
Root,Ginger,B5 + 0.5mg/L IAA,21,61,4811,45,73
Stem,Pepper,MS + 0.5mg/L IAA,20,63,3298,54,72
Leaf,Ginger,MS + 1.5mg/L BAP,20,62,3147,32,80
Leaf,Sunflower,MS + 0.5mg/L IAA,22,69,3173,34,92
Stem,Carrot,MS + 1.5mg/L BAP,20,59,2312,31,85
Stem,Eggplant,MS + 2mg/L BAP,25,66,2448,42,71
Leaf,Potato,MS + 0.5mg/L IAA,23,68,4133,37,76
Leaf,Onion,MS + 0.5mg/L IAA,24,69,2399,33,79
Root,Lettuce,MS + 1mg/L NAA,26,57,4816,44,84
Root,Marigold,MS + 1mg/L NAA,26,51,4180,40,81
Root,Daisy,MS + 0.5mg/L IAA,20,50,4726,41,82
Leaf,Aloe,MS + 2mg/L BAP,26,61,4851,58,71
Stem,Daisy,MS + 1.5mg/L BAP,20,53,3403,35,90
Root,Aloe,MS + 0.5mg/L IAA,22,68,2349,48,72
Root,Pansy,B5 + 1mg/L NAA,26,70,2875,44,83
Leaf,Dandelion,B5 + 0.5mg/L IAA,21,72,3564,45,79
Stem,Carrot,MS + 1mg/L NAA,20,73,3843,42,91
Root,Sunflower,B5 + 0.5mg/L IAA,21,60,2768,31,75
Root,Thyme,B5 + 2mg/L BAP,20,63,4093,33,82
Stem,Aloe,B5 + 0.5mg/L IAA,22,64,2074,38,75
Stem,Pansy,MS + 0.5mg/L IAA,20,61,4814,41,79
Stem,Ginger,MS + 2mg/L BAP,23,71,3384,46,80
Leaf,Dandelion,MS + 0.5mg/L IAA,23,62,2591,39,80
Leaf,Thyme,MS + 1mg/L NAA,25,56,2237,30,79
Root,Aloe,MS + 2mg/L BAP,22,61,2844,46,83
Stem,Lettuce,MS + 2mg/L BAP,26,61,4263,33,75
Root,Pansy,MS + 0.5mg/L IAA,26,74,4654,33,70
Root,Aloe,MS + 1mg/L NAA,25,66,4635,53,75
Root,Parsley,MS + 1mg/L NAA,24,59,4211,54,73
Leaf,Lettuce,MS + 1.5mg/L BAP,23,54,2410,38,77
Stem,Tomato,B5 + 0.5mg/L IAA,25,55,4826,38,80
Leaf,Chrysanthemum,B5 + 2mg/L BAP,22,64,4429,55,92
Leaf,Cauliflower,B5 + 2mg/L BAP,23,70,2886,32,78
Root,Daisy,B5 + 1mg/L NAA,25,73,3820,41,95
Stem,Pansy,B5 + 0.5mg/L IAA,26,52,4958,44,82
Stem,Potato,B5 + 2mg/L BAP,21,64,3756,35,89
Root,Lettuce,MS + 2mg/L BAP,21,54,4101,47,92
Root,Pansy,MS + 2mg/L BAP,25,62,3232,33,92
Root,Chrysanthemum,MS + 1mg/L NAA,26,62,2408,52,75
Leaf,Basil,B5 + 2mg/L BAP,24,54,4199,39,74
Root,Carrot,MS + 1.5mg/L BAP,26,74,3144,52,91
Leaf,Parsley,B5 + 2mg/L BAP,22,70,4034,36,77
Stem,Spinach,B5 + 2mg/L BAP,21,61,2328,52,88
Root,Onion,MS + 0.5mg/L IAA,22,62,3065,42,79
Stem,Oregano,MS + 2mg/L BAP,24,61,3564,58,70
Leaf,Potato,MS + 2mg/L BAP,20,50,4747,32,85
Stem,Cucumber,B5 + 0.5mg/L IAA,20,58,2551,32,72
Stem,Carrot,MS + 2mg/L BAP,20,62,2679,43,94
Root,Tomato,B5 + 0.5mg/L IAA,22,50,2114,47,84
Root,Ginger,MS + 1mg/L NAA,20,65,2305,42,77
Leaf,Tobacco,B5 + 2mg/L BAP,26,50,3069,33,91
Stem,Tomato,MS + 0.5mg/L IAA,20,71,4711,33,79
Root,Chrysanthemum,MS + 1mg/L NAA,26,51,4139,39,77
Root,Rose,B5 + 0.5mg/L IAA,22,52,2998,42,78
Leaf,Potato,B5 + 2mg/L BAP,23,59,2812,59,82
Root,Rose,MS + 0.5mg/L IAA,23,70,2995,30,82
Stem,Sunflower,MS + 0.5mg/L IAA,22,58,3325,57,71
Leaf,Broccoli,MS + 0.5mg/L IAA,26,53,3093,36,95
Root,Cauliflower,B5 + 1mg/L NAA,21,57,2244,58,89
Stem,Aloe,B5 + 0.5mg/L IAA,23,50,2399,42,80
Stem,Tomato,MS + 1.5mg/L BAP,24,62,2455,32,78
Leaf,Onion,MS + 0.5mg/L IAA,26,66,2756,32,85
Stem,Beetroot,B5 + 1mg/L NAA,26,70,3814,46,91
Leaf,Ginger,B5 + 0.5mg/L IAA,24,63,2692,49,71
Leaf,Aloe,MS + 2mg/L BAP,26,55,4218,35,93
Stem,Chrysanthemum,MS + 1.5mg/L BAP,23,58,2848,42,91
Root,Sunflower,B5 + 0.5mg/L IAA,26,51,3594,53,71
Leaf,Eggplant,MS + 2mg/L BAP,20,75,2046,53,83
Stem,Carrot,B5 + 2mg/L BAP,22,72,2801,30,71
Stem,Spinach,MS + 1.5mg/L BAP,23,66,2006,55,95
Stem,Beetroot,MS + 2mg/L BAP,21,64,4081,40,95
Root,Beetroot,B5 + 2mg/L BAP,24,74,3972,40,77
Root,Chamomile,MS + 1.5mg/L BAP,22,75,3617,40,88
Stem,Pansy,MS + 0.5mg/L IAA,22,53,3192,52,86
Leaf,Ginger,MS + 1mg/L NAA,25,50,3919,50,72
Leaf,Thyme,B5 + 2mg/L BAP,26,50,3977,38,71
Leaf,Dandelion,MS + 1mg/L NAA,26,70,2189,42,84
Leaf,Tomato,MS + 1.5mg/L BAP,20,63,4999,41,88
Root,Chamomile,B5 + 1mg/L NAA,21,63,4347,59,94
Stem,Sunflower,B5 + 1mg/L NAA,24,67,2043,38,81
Leaf,Tobacco,MS + 2mg/L BAP,26,69,3727,35,73
Leaf,Rose,B5 + 0.5mg/L IAA,20,51,4709,53,82
Root,Pepper,MS + 0.5mg/L IAA,23,71,4723,42,76
Stem,Oregano,MS + 0.5mg/L IAA,23,58,3979,46,80
Root,Thyme,B5 + 1mg/L NAA,22,75,3783,37,74
Root,Cucumber,MS + 0.5mg/L IAA,26,74,2444,42,72
Root,Beetroot,B5 + 0.5mg/L IAA,20,53,4226,46,78
Stem,Oregano,MS + 0.5mg/L IAA,21,65,2971,54,90
Root,Marigold,MS + 2mg/L BAP,21,54,3904,38,94
Stem,Dandelion,MS + 1mg/L NAA,24,67,3545,59,93
Root,Parsley,MS + 0.5mg/L IAA,22,54,2591,57,72
Root,Lavender,B5 + 2mg/L BAP,26,50,4472,60,93
Stem,Eggplant,B5 + 2mg/L BAP,24,65,3528,54,75
Root,Basil,MS + 2mg/L BAP,23,63,2010,57,70
Stem,Tobacco,MS + 2mg/L BAP,24,55,3979,37,75
Stem,Parsley,MS + 2mg/L BAP,20,56,3724,45,75
Root,Lavender,MS + 1.5mg/L BAP,22,66,4679,44,79
Leaf,Chrysanthemum,B5 + 0.5mg/L IAA,22,73,3977,32,90
Stem,Onion,MS + 0.5mg/L IAA,22,53,4822,38,73
Stem,Ginger,B5 + 1mg/L NAA,21,53,2269,55,85
Stem,Sunflower,MS + 1mg/L NAA,23,61,4607,30,80
Stem,Oregano,B5 + 0.5mg/L IAA,26,75,3704,36,82
Stem,Daisy,B5 + 2mg/L BAP,25,71,2759,39,72
Leaf,Marigold,MS + 0.5mg/L IAA,20,55,2384,58,82
Stem,Pepper,MS + 2mg/L BAP,26,54,4043,55,86
Root,Rose,MS + 1mg/L NAA,25,57,2603,51,71
Stem,Aloe,MS + 0.5mg/L IAA,26,54,2171,38,89
Leaf,Eggplant,B5 + 1mg/L NAA,24,67,3154,50,80
Root,Potato,MS + 2mg/L BAP,23,54,4234,51,83
Root,Basil,MS + 2mg/L BAP,21,55,4144,40,78
Leaf,Pepper,B5 + 0.5mg/L IAA,21,55,4114,38,91
Root,Garlic,B5 + 0.5mg/L IAA,25,67,3616,40,72
Stem,Parsley,MS + 1mg/L NAA,23,54,4297,57,86
Stem,Cauliflower,MS + 2mg/L BAP,20,59,2202,48,93
Stem,Pepper,MS + 1mg/L NAA,21,50,4690,41,80
Leaf,Marigold,MS + 1.5mg/L BAP,22,67,3227,51,78
Root,Lavender,MS + 2mg/L BAP,26,58,2421,43,73
Root,Lettuce,B5 + 1mg/L NAA,22,65,4052,55,76
Leaf,Broccoli,B5 + 1mg/L NAA,23,60,3597,43,76
Root,Cucumber,MS + 0.5mg/L IAA,26,54,4352,30,91
Stem,Cauliflower,B5 + 2mg/L BAP,25,66,2910,30,76
Root,Ginger,B5 + 0.5mg/L IAA,26,56,2183,37,83
Stem,Basil,MS + 2mg/L BAP,22,61,2926,30,82
Leaf,Pansy,MS + 2mg/L BAP,26,69,4749,57,81
Leaf,Ginger,B5 + 1mg/L NAA,22,68,2662,32,93
Root,Lettuce,B5 + 0.5mg/L IAA,23,69,3585,32,95
Root,Onion,MS + 0.5mg/L IAA,26,59,3218,49,70
Stem,Eggplant,B5 + 1mg/L NAA,23,51,4680,60,74
Stem,Garlic,MS + 2mg/L BAP,23,50,3345,43,86
Stem,Dandelion,MS + 1mg/L NAA,21,58,3640,50,80
Stem,Chrysanthemum,MS + 0.5mg/L IAA,20,52,3051,34,89
Stem,Tomato,B5 + 0.5mg/L IAA,22,51,4518,34,95
Root,Thyme,B5 + 1mg/L NAA,20,73,3758,45,72
Stem,Basil,B5 + 1mg/L NAA,23,74,3913,54,80
Leaf,Onion,MS + 1mg/L NAA,20,67,3222,34,83
Leaf,Chamomile,B5 + 1mg/L NAA,20,58,2447,60,92
Root,Garlic,B5 + 0.5mg/L IAA,23,64,4411,37,94
Root,Rose,B5 + 0.5mg/L IAA,21,69,4510,60,80
Leaf,Tobacco,B5 + 2mg/L BAP,20,75,2341,46,87
Root,Tomato,B5 + 2mg/L BAP,26,53,3643,42,73
Stem,Cauliflower,MS + 1mg/L NAA,24,57,2151,55,84
Root,Ginger,B5 + 0.5mg/L IAA,23,61,3322,48,90
Stem,Pepper,MS + 0.5mg/L IAA,20,75,4940,45,89
Stem,Oregano,B5 + 1mg/L NAA,22,53,4804,59,73
Leaf,Onion,B5 + 0.5mg/L IAA,23,72,2944,38,91
Stem,Thyme,MS + 1mg/L NAA,26,53,4495,51,81
Root,Cucumber,MS + 2mg/L BAP,22,57,4792,34,93
Root,Ginger,B5 + 0.5mg/L IAA,26,61,2083,52,85
Stem,Beetroot,MS + 1.5mg/L BAP,25,71,3584,33,87
Leaf,Marigold,MS + 2mg/L BAP,23,50,3024,50,75
Stem,Chamomile,MS + 2mg/L BAP,24,74,4331,57,88
Root,Ginger,MS + 2mg/L BAP,25,60,2135,53,71
Leaf,Tomato,MS + 1.5mg/L BAP,26,56,4312,60,92
Stem,Parsley,MS + 1.5mg/L BAP,21,60,4946,54,80
Root,Eggplant,B5 + 1mg/L NAA,23,74,4906,44,75
Leaf,Cucumber,B5 + 1mg/L NAA,25,64,3992,53,93
Leaf,Thyme,MS + 2mg/L BAP,25,54,4642,57,95
Stem,Potato,MS + 0.5mg/L IAA,20,55,2063,55,79
Leaf,Eggplant,MS + 2mg/L BAP,21,74,2939,36,88
Leaf,Eggplant,MS + 1.5mg/L BAP,20,70,3222,42,75
Leaf,Oregano,B5 + 1mg/L NAA,23,66,2535,55,75
Root,Potato,MS + 1.5mg/L BAP,22,68,3377,46,72
Stem,Oregano,B5 + 2mg/L BAP,22,54,4711,37,88
Leaf,Carrot,B5 + 1mg/L NAA,21,50,2468,47,73
Leaf,Parsley,MS + 2mg/L BAP,24,75,4888,41,90
Root,Cauliflower,MS + 2mg/L BAP,20,63,4441,51,91
Stem,Cucumber,B5 + 1mg/L NAA,26,59,3845,55,73
Root,Pepper,MS + 1.5mg/L BAP,21,53,4796,57,90
Stem,Onion,MS + 0.5mg/L IAA,23,70,2217,31,79
Stem,Tomato,MS + 1.5mg/L BAP,22,72,2505,60,75
Leaf,Ginger,MS + 1.5mg/L BAP,26,71,4262,48,88
Stem,Tobacco,B5 + 0.5mg/L IAA,20,61,2283,40,88
Root,Chamomile,MS + 2mg/L BAP,26,65,3530,56,89
Stem,Pepper,B5 + 2mg/L BAP,22,67,4288,51,78
Stem,Thyme,MS + 0.5mg/L IAA,24,51,4350,50,86
Stem,Tomato,MS + 1mg/L NAA,26,69,2408,44,73
Root,Marigold,MS + 1.5mg/L BAP,22,74,2769,30,79
Leaf,Thyme,B5 + 1mg/L NAA,25,64,3626,55,73
Root,Tobacco,B5 + 0.5mg/L IAA,23,66,4231,48,79
Root,Basil,MS + 0.5mg/L IAA,25,57,2582,36,70
Root,Tomato,MS + 0.5mg/L IAA,21,50,4373,38,94
Root,Spinach,MS + 1mg/L NAA,23,54,3602,30,72
Stem,Pepper,MS + 0.5mg/L IAA,20,67,3902,54,76
Root,Mint,MS + 1mg/L NAA,21,50,2044,52,86
Root,Cucumber,MS + 0.5mg/L IAA,24,52,3893,49,81
Root,Cucumber,MS + 1mg/L NAA,21,50,3135,48,92
Stem,Oregano,B5 + 1mg/L NAA,22,59,2717,32,92
Leaf,Chamomile,B5 + 2mg/L BAP,22,53,2482,43,82
Stem,Sunflower,B5 + 0.5mg/L IAA,26,69,3360,51,88
Stem,Tomato,B5 + 0.5mg/L IAA,26,59,3010,59,88
Stem,Dandelion,B5 + 1mg/L NAA,23,72,2274,59,76
Stem,Broccoli,MS + 0.5mg/L IAA,25,60,4450,41,88
Stem,Spinach,B5 + 0.5mg/L IAA,24,57,3019,31,73
Leaf,Basil,B5 + 2mg/L BAP,23,59,4611,47,79
Leaf,Cauliflower,MS + 1mg/L NAA,21,52,3630,33,75
Stem,Parsley,MS + 2mg/L BAP,23,69,4984,32,83
Stem,Lavender,MS + 2mg/L BAP,21,60,2567,36,80
Leaf,Parsley,MS + 1.5mg/L BAP,24,74,3396,43,74
Root,Onion,MS + 1.5mg/L BAP,24,54,2703,55,70
Stem,Mint,MS + 1.5mg/L BAP,26,75,3644,52,73
Stem,Parsley,MS + 1.5mg/L BAP,22,74,2014,55,75
Root,Pepper,B5 + 2mg/L BAP,20,66,2575,38,92
Leaf,Dandelion,B5 + 2mg/L BAP,23,74,2713,57,70
Root,Chamomile,B5 + 2mg/L BAP,23,53,2463,58,73
Leaf,Cucumber,MS + 1mg/L NAA,23,70,3734,54,84
Stem,Pepper,B5 + 0.5mg/L IAA,22,58,4340,54,79
Root,Cauliflower,B5 + 0.5mg/L IAA,21,59,2102,60,71
Root,Broccoli,MS + 2mg/L BAP,20,65,4254,30,74
Stem,Pepper,MS + 1mg/L NAA,23,67,4899,37,71
Stem,Dandelion,MS + 1mg/L NAA,25,63,4089,38,89
Stem,Parsley,MS + 0.5mg/L IAA,23,75,3865,56,86
Leaf,Dandelion,B5 + 0.5mg/L IAA,25,64,3502,46,90
Root,Parsley,B5 + 2mg/L BAP,21,59,3131,50,79
Leaf,Eggplant,MS + 2mg/L BAP,21,73,4106,38,92
Root,Rose,MS + 2mg/L BAP,23,70,2042,47,79
Leaf,Rose,MS + 1.5mg/L BAP,20,54,2579,38,83
Leaf,Onion,MS + 1mg/L NAA,26,67,4471,36,89
Root,Basil,MS + 1.5mg/L BAP,26,51,2949,57,86
Root,Potato,B5 + 0.5mg/L IAA,25,55,2815,53,86
Root,Onion,B5 + 0.5mg/L IAA,21,52,3507,60,86
Leaf,Tobacco,MS + 1mg/L NAA,22,70,4233,45,82
Root,Basil,MS + 1.5mg/L BAP,21,66,2945,56,82
Root,Mint,MS + 1mg/L NAA,25,71,4062,44,81
Root,Beetroot,B5 + 0.5mg/L IAA,24,67,3220,31,89
Stem,Potato,MS + 2mg/L BAP,23,69,2786,30,79
Leaf,Sunflower,MS + 1.5mg/L BAP,23,57,4795,52,87
Stem,Chrysanthemum,B5 + 1mg/L NAA,23,50,4545,43,72
Root,Marigold,B5 + 0.5mg/L IAA,25,62,4616,35,92
Leaf,Potato,MS + 1mg/L NAA,21,57,2338,55,87
Leaf,Oregano,B5 + 1mg/L NAA,22,74,2017,45,74
Root,Mint,MS + 2mg/L BAP,24,61,3672,59,84
Root,Lavender,MS + 0.5mg/L IAA,21,65,3483,48,75
Stem,Lettuce,MS + 1mg/L NAA,21,67,3837,40,95
Root,Pepper,MS + 0.5mg/L IAA,24,70,2980,52,89
Leaf,Basil,B5 + 1mg/L NAA,23,72,3336,51,73
Stem,Tomato,MS + 0.5mg/L IAA,25,50,2345,48,77
Leaf,Chrysanthemum,B5 + 2mg/L BAP,24,71,3966,40,91
Root,Lettuce,MS + 1mg/L NAA,26,57,3275,58,82
Root,Cucumber,MS + 1mg/L NAA,23,64,3384,52,84
Root,Lettuce,B5 + 2mg/L BAP,24,67,3039,33,91
Stem,Onion,MS + 1mg/L NAA,20,68,3545,39,80
Root,Beetroot,B5 + 0.5mg/L IAA,23,74,4350,55,89
Root,Basil,B5 + 0.5mg/L IAA,25,53,2891,35,73
Leaf,Daisy,B5 + 2mg/L BAP,25,71,4827,49,83
Leaf,Tobacco,MS + 2mg/L BAP,20,54,4891,60,79
Stem,Rose,MS + 2mg/L BAP,26,53,3413,41,78
Stem,Sunflower,MS + 2mg/L BAP,22,57,2500,38,92
Root,Daisy,MS + 0.5mg/L IAA,24,71,2106,39,90
Leaf,Lavender,B5 + 2mg/L BAP,24,69,2667,49,88
Leaf,Carrot,MS + 2mg/L BAP,23,73,2333,53,73
